source,target,prediction
Sunghyun Choi,Matteo Fischetti,N
Andrea Bobbio,Matteo Sereno,P
Deborah East,Matteo Sereno,N
Claudio Rocchini,Matteo Sereno,N
Ruisheng Zhang,Matteo Sereno,N
Ashish Goel,Matthew Andrews,P
Baruch Awerbuch,Matthew Andrews,P
Michael A. Bender,Matthew Andrews,P
Yuriko Takeshima,Matthew Andrews,N
Andreas Nürnberger,Matthew Andrews,N
Reidar Conradi,Matthew Andrews,N
James Riely,Matthew Hennessy,P
Nobuko Yoshida,Matthew Hennessy,P
Ismet Erkmen,Matthew Hennessy,N
Markku Kojo,Matthew Hennessy,N
William W. Hood,Matthew Hennessy,N
Alon Itai,Matthew J. Katz,P
Wolfgang Straßer,Matthew J. Katz,N
Cesar Palencia,Matthew J. Katz,N
Jürgen Schönwälder,Matthew J. Warren,N
Jan Flusser,Matthew J. Warren,N
Miroslaw Galicki,Matthew J. Warren,N
Robert M. French,Matthew J. Warren,N
Marit Köhntopp,Matthew J. Warren,N
Erik Jan Marinissen,Matthew K. Franklin,N
Dong Xu 0002,Matthew K. Franklin,N
Bernard Mulgrew,Matthew K. Franklin,N
Kwok Kee Wei,Matthew K. O. Lee,P
Joost N. Kok,Matthew K. O. Lee,N
Martin A. Giese,Matthew L. Miller,N
Peter H. Salus,Matthew L. Miller,N
Antonio Bicchi,Matthew L. Miller,N
Josep Maria Bofill,Matthew Ming-Fai Yuen,N
Sung-Bae Cho,Matthew Ming-Fai Yuen,N
David S. Gunderson,Matthew Stone,N
Ralph W. L. Ip,Matthew Stone,N
Sun Yong Kim,Matthew Stone,N
Mohamed Darouach,Matthew Stone,N
Kar Yan Tam,Matthew T. Freedman,N
Se-Young Oh,Matthew T. Freedman,N
Thomas Zaslavsky,Matthias Beck,P
Andreas V. M. Herz,Matthias Bethge,P
Klaus Pawelzik,Matthias Bethge,P
Steven D. Galbraith,Matthias Bethge,N
Steven Rudich,Matthias Bethge,N
Didier Dubois,Matthias Bethge,N
André Stork,Matthias Jarke,P
Heinrich C. Mayr,Matthias Jarke,P
Itay Neeman,Matthias Jarke,N
Amit Sahai,Matthias Jarke,N
Anthony Steed,Matthias Klusch,N
Shashi Phoha,Matthias Krause 0001,N
Jiang Hu,Matthias Krause 0001,N
Eugenio Moggi,Matthias Kriesell,N
Miguel Toro,Matthias Kriesell,N
Jan Maluszynski,Matthias Müller-Hannemann,N
William J. Wilson,Matthias Müller-Hannemann,N
Gradimir V. Milovanovic,Matthias Müller-Hannemann,N
Richard W. Longman,Matthias Müller-Hannemann,N
B. H. Rudall,Matthias Müller-Hannemann,N
Ingrid Zukerman,Matthias Müller-Hannemann,N
Mary Jane Irwin,Matthias Müller-Hannemann,N
Vasco Brattka,Matthias Schröder 0001,P
Angelika Steger,Matthias Schröder 0001,N
Jian-Jiun Ding,Matthias Schröder 0001,N
Andrey Rzhetsky,Matthias Schröder 0001,N
Hans Lehrach,Matthias Steinfath,P
Steffen Schulze-Kremer,Matthias Steinfath,P
Albert L. Lederer,Matthias Steinfath,N
Paul E. Rybski,Matthias Steinfath,N
Qiang Shen,Matthieu Cord,N
Jen-Kung Chung,Matthieu Cord,N
Radomir S. Stankovic,Matthieu Cord,N
Harsha R. Sirisena,Matthieu Cord,N
Viktor K. Prasanna,Matthieu Cord,N
Ha Duong Phan,Matthieu Latapy,P
Thy-Hou Lin,Matthieu Latapy,N
Jennifer L. Welch,Matthieu Latapy,N
Rui Zhang,Matthieu Latapy,N
Bolian Liu,Matthieu Latapy,N
Joe Sawada,Matti Latva-aho,N
Jean-François Frigon,Matti Latva-aho,N
Tao Jiang 0003,Matti Latva-aho,N
Andreas L. Opdahl,Matti Rossi,P
Karen T. Sutherland,Matti Rossi,N
Larry F. Hodges,Matti Rossi,N
Victor Shoup,Matti Rossi,N
Raymond W. Yeung,Matti Rossi,N
Sven de Vries,Mattias Svanström,N
Jürgen Bajorath,Mattias Svanström,N
Insup Lee,Mattias Svanström,N
Martti Juhola,Mauno Vihinen,P
Ness B. Shroff,Maurice B. Line,N
Imre Bárány,Maurice B. Line,N
Hans Zwart,Maurice B. Line,N
Gunter Dueck,Maurice B. Line,N
Erricos John Kontoghiorghes,Maurice B. Line,N
Jan Ramon,Maurice Bruynooghe,P
Peter Ross,Maurice Bruynooghe,P
V. Wiktor Marek,Maurice Bruynooghe,P
Claude Crépeau,Maurice Gagnaire,N
Martha Grabowski,Maurice Gagnaire,N
Wolfgang Willems,Maurice Gagnaire,N
Hazel Hall,Maurice Herlihy,N
Emily S. Patterson,Maurice Herlihy,N
Shaou-Gang Miaou,Maurice Herlihy,N
Alan Hanjalic,Maurice Herlihy,N
Joaquín Sánchez-Soriano,Maurice Margenstern,N
Kate Ehrlich,Maurice Margenstern,N
Jennifer A. Scott,Maurice Nivat,N
Maxim Sviridenko,Maurice Queyranne,P
Michel X. Goemans,Maurice Queyranne,P
Paul H. Siegel,Maurice Queyranne,N
Gunter Dueck,Mauricio Ayala-Rincón,N
James Abello,Mauricio G. C. Resende,P
Helger Lipmaa,Mauricio G. C. Resende,N
Chenn-Jung Huang,Maurizio Casoni,N
Antonio Brogi,Maurizio Gabbrielli,P
Gianluigi Zavattaro,Maurizio Gabbrielli,P
Nadia Busi,Maurizio Gabbrielli,P
Jon Oberlander,Maurizio Gabbrielli,N
Wan Kyun Chung,Maurizio Gabbrielli,N
Dan Suciu,Maurizio Lenzerini,P
Mokrane Bouzeghoub,Maurizio Lenzerini,P
Moshe Y. Vardi,Maurizio Lenzerini,P
Riccardo Rosati,Maurizio Lenzerini,P
John P. Miller,Maurizio Lenzerini,N
Emilio Leonardi,Maurizio M. Munafò,P
Fabio Neri,Maurizio M. Munafò,P
Elisabeth Davenport,Maurizio M. Munafò,N
Venu Govindaraju,Maurizio M. Munafò,N
Mordechai Ben-Ari,Maurizio Martelli,N
Benjamin J. Keller,Maurizio Martelli,N
Carolyn B. Seaman,Maurizio Morisio,P
Ioannis Stamelos,Maurizio Morisio,P
Victor R. Basili,Maurizio Morisio,P
Miroslav Krstic,Maurizio Morisio,N
Parthasarathi Dasgupta,Maurizio Morisio,N
Elder Moreira Hemerly,Maurizio Morisio,N
Jian-Xin Xu 0001,Maurizio Morisio,N
Gul Agha,Maurizio Vincini,N
Andreas V. M. Herz,Maurizio Vincini,N
Andrea Garzelli,Mauro Barni,P
Tony Hague,Mauro Barni,N
Yukio Ogura,Mauro Dell'Amico,N
Werner Ebeling,Mauro Dell'Amico,N
Warren E. Shreve,Mauro Forti,N
Bert Wijnen,Mauro Forti,N
Muthucumaru Maheswaran,Mauro Migliardi,P
Vaidy S. Sunderam,Mauro Migliardi,P
Dan C. Marinescu,Mauro Migliardi,N
Matthew Andrews,Mauro Olivieri,N
Pietro Baroni,Mauro Olivieri,N
Ramesh K. Sitaraman,Mauro Olivieri,N
Gabriele Taentzer,Mauro Pezzè,P
Sol M. Shatz,Mauro Pezzè,P
Alejandro F. Frangi,Max A. Viergever,P
Bram van Ginneken,Max A. Viergever,P
Christos Davatzikos,Max A. Viergever,P
Franjo Pernus,Max A. Viergever,P
H. Siegfried Stiehl,Max A. Viergever,P
Jennifer A. Scott,Max Bramer,N
Gilberto Câmara,Max J. Egenhofer,P
Kenji Doya,Max J. Egenhofer,N
Chaur-Heh Hsieh,Max J. Egenhofer,N
Elio Bava,Max J. Egenhofer,N
Alexander A. Ageev,Maxim Sviridenko,P
David Gamarnik,Maxim Sviridenko,P
Don Coppersmith,Maxim Sviridenko,P
Esther M. Arkin,Maxim Sviridenko,P
Refael Hassin,Maxim Sviridenko,P
York Sure,Maxim Sviridenko,N
Kazuhiro Morita,Maxim Sviridenko,N
Arjen van Ooyen,Maxim Sviridenko,N
Vincent Merlin,Maxime Crochemore,N
Philippe Loubaton,Maxime Crochemore,N
Dietrich Stauffer,Maylor K. H. Leung,N
Zhong-Ping Jiang,Maylor K. H. Leung,N
Vladimir Cherkassky,Maylor K. H. Leung,N
Derek A. Linkens,Maysam F. Abbod,P
Mahdi Mahfouf,Maysam F. Abbod,P
Lisa Zhang,Maysam F. Abbod,N
Moshe Haviv,Maysam F. Abbod,N
John Cooke,Maysam F. Abbod,N
Dennis Goldenson,Mayuram S. Krishnan,P
Andrea Formisano,Mayuram S. Krishnan,N
Dhananjai Madhava Rao,Mayuram S. Krishnan,N
Claire Creaser,Mayuram S. Krishnan,N
Siti Mariyam Hj. Shamsuddin,Md Nasir Sulaiman,P
David Martínez 0001,Md Nasir Sulaiman,N
Chung-Len Lee,Md Nasir Sulaiman,N
C. Richard Johnson Jr.,Md Nasir Sulaiman,N
Wolfgang Fichtner,Meena K. Sakharkar,N
M. Howard Williams,Meera Sitharam,N
Sridhar P. Nerur,Meera Sitharam,N
Jack H. Lutz,Meera Sitharam,N
Vladimir B. Bajic,Meera Sitharam,N
Donald E. Eastlake III,Meera Sitharam,N
Pierre Marquis,Meera Sitharam,N
Peter Marwedel,Meera Sitharam,N
Gruia-Catalin Roman,Meera Sitharam,N
Gary Klein,Meg McGinity,N
Jesper Simonsen,Meg McGinity,N
Sudhir S. Dixit,Meg McGinity,N
Robert E. L. Aldred,Meg McGinity,N
David De Roure,Meg McGinity,N
Roland Chapuis,Meg McGinity,N
Alexei E. Ashikhmin,Mehdi Dehghan,N
Mateen M. Rizki,Mehdi Dehghan,N
Riccardo Zoppoli,Mehdi Dehghan,N
Ben Lu,Mehdi Dehghan,N
James D. Thornton,Mehmet Akar,N
Graham R. Nudd,Mehmet Akar,N
Jürgen Sauer,Mehmet Akar,N
Satoshi Nakamura 0001,Mehmet Akar,N
Gul Agha,Mehmet Akar,N
Gregor Kiczales,Mehmet Aksit,P
Harold Ossher,Mehmet Aksit,P
Tzilla Elrad,Mehmet Aksit,P
Vicente Hernández,Mehmet Aksit,N
S. K. Samanta,Mehmet Aksit,N
Luis Alfonso Ureña López,Mehmet Aksit,N
Ralph Neff,Mehmet Aksit,N
Steef L. van de Velde,Mehmet Hakan Karaata,N
Akio Utsugi,Mehmet Önder Efe,N
Heon Young Yeom,Mehmet Önder Efe,N
Miron Livny,Mehmet Önder Efe,N
Michael C. Fairhurst,Mehmet Önder Efe,N
Krishnendu Chakrabarty,Mehmet Önder Efe,N
William Turin,Mehrdad Nourani,N
Vishwani D. Agrawal,Mehrdad Nourani,N
Jing Peng,Mehrdad Nourani,N
Alexandra Poulovassilis,Mehrdad Tamiz,N
Franz Aurenhammer,Meike Tewes,N
W. Kent Fuchs,Meike Tewes,N
Alex B. Gershman,Meike Tewes,N
Wai Lam,Meir Feder,N
Paul Wernick,Meir M. Lehman,P
Toru Ishida 0001,Meir M. Lehman,N
Domenico Ursino,Meir M. Lehman,N
Stefan Nickel,Meir M. Lehman,N
Antoni Marczyk,Mekkia Kouider,P
Xiaoming Li,Mekkia Kouider,N
Edmund T. Rolls,Mekkia Kouider,N
Brian L. Evans,Melba M. Crawford,P
David A. Landgrebe,Melba M. Crawford,P
Sebastiano B. Serpico,Melba M. Crawford,P
Kenneth D. Miller,Melba M. Crawford,N
Mike Paterson,Melba M. Crawford,N
Cecilia Metra,Melba M. Crawford,N
Ann Miller,Meliha Handzic,N
R. E. Anderson,Meliha Handzic,N
John T. Robinson,Meliha Handzic,N
Jean Néraud,Melody M. Moore,N
Jean-Luc Dugelay,Melody M. Moore,N
Hannes Leitgeb,Melvin A. Breuer,N
Manfred Reichert,Melvin A. Breuer,N
Fu-ren Lin,Melvin A. Breuer,N
Lee J. White,Melvin A. Breuer,N
Beat Jeckelmann,Melvin A. Breuer,N
Ramakrishna Kakarala,Melvin Fitting,N
Zurab Khasidashvili,Melvin Fitting,N
Catherine S. Greenhill,Melvin Fitting,N
Brett Stevens,Melvin Fitting,N
P. S. Krishnaprasad,Melvin Fitting,N
Chuanyi Ji,Melvin Fitting,N
Ahmed H. Sameh,Melvin Fitting,N
Karl Schlechta,Menachem Magidor,P
Ralf-Dieter Schindler,Menachem Magidor,P
Iraj Saniee,Menachem Magidor,N
Jean E. Rubin,Menachem Magidor,N
D. J. Wu,Menachem Magidor,N
Barbara Unger 0001,Menachem Magidor,N
Renate Klempien-Hinrichs,Menachem Magidor,N
Jianping Wu,Menahem Friedman,N
Samer S. Saab,Menahem Friedman,N
Jiebo Luo,Meng Chang Chen,N
Shiqian Wu,Meng Joo Er,P
Arthur W. Apter,Meng Joo Er,N
Wanshi Chen,MengChu Zhou,N
Zhengyuan Xu,MengChu Zhou,N
Denis Trystram,MengChu Zhou,N
Song Chun Zhu,MengChu Zhou,N
Stanislav Jendrol',MengChu Zhou,N
Vesa Halava,MengChu Zhou,N
Patrick J. Flynn,Mengchi Liu,N
Volker Diekert,Mengchi Liu,N
David R. Wood,Mengchi Liu,N
Fernando Orejas,Mercè Llabrés,P
Francesc Rosselló,Mercè Llabrés,P
Hartmut Ehrig,Mercè Llabrés,P
Wenjie He,Mercè Llabrés,N
Steven M. Bellovin,Mercè Llabrés,N
Ronald I. Greenberg,Mercè Llabrés,N
Christer Carlsson,Merrill Warkentin,P
Daniel J. Power,Merrill Warkentin,P
David Gefen,Merrill Warkentin,P
James F. Courtney,Merrill Warkentin,P
Jung P. Shim,Merrill Warkentin,P
Teodor Rus,Merrill Warkentin,N
Richard P. Anstee,Merrill Warkentin,N
Sudhakar M. Reddy,Merrill Warkentin,N
Lydia E. Kavraki,Merrill Warkentin,N
Basil G. Mertzios,Mhand Hifi,N
Matthew Stone,Mhand Hifi,N
Bruce M. Maggs,Micah Adler,P
Walter Unger,Micah Adler,P
M. Watheq El-Kharashi,Micah Adler,N
Jan H. P. Eloff,Micah Adler,N
Peter Marshall,Micah Beck,N
Luciano da Fontoura Costa,Micah Beck,N
Gábor Tardos,Micha Sharir,P
Rom Pinchasi,Micha Sharir,P
Hong Ren Wu,Micha Sharir,N
Marcelo Lubaszewski,Micha Sharir,N
Lutz Schröder,Micha Sharir,N
Douglas R. Woodall,Micha Sharir,N
M. Narasimha Murty,Micha Sharir,N
Sheng-Pen Wang,Michael A. Arbib,N
J. Ian Munro,Michael A. Bender,P
Michael O. Rabin,Michael A. Bender,P
Martin Stynes,Michael A. Bender,N
Peng-Jun Wan,Michael A. Bender,N
John A. McDermid,Michael A. Frumkin,N
Nen-Fu Huang,Michael A. Frumkin,N
Dieter Rautenbach,Michael A. Henning,P
David J. DeWitt,Michael A. Henning,N
Luigi Cinque,Michael A. Henning,N
J. Edward Colgate,Michael A. Peshkin,P
Kevin M. Lynch,Michael A. Peshkin,P
R. Baker Kearfott,Michael A. Peshkin,N
Lishan Kang,Michael A. Wolfe,N
Les Miller,Michael A. Wolfe,N
Jan Johannsen,Michael Alekhnovich,P
Samuel R. Buss,Michael Alekhnovich,P
Shlomo Moran,Michael Alekhnovich,P
Sylvain Lazard,Michael Alekhnovich,N
Larry J. LeBlanc,Michael Alekhnovich,N
David H. Laidlaw,Michael Alekhnovich,N
Igor Averbakh,Michael Anthony Bauer,N
Jordi Recasens,Michael Anthony Bauer,N
Jin-xuan Fang,Michael Anthony Bauer,N
Erik Reinhard,Michael Ashikhmin,P
Peter Shirley,Michael Ashikhmin,P
Baruch Awerbuch,Michael Ashikhmin,N
Lars Kai Hansen,Michael Ashikhmin,N
Ibrahim Cingil,Michael Ashikhmin,N
Michael D. Beynon,Michael B. Pursley,N
Michael Gschwind,Michael B. Pursley,N
Manuel Ojeda-Aciego,Michael B. Pursley,N
Joachim Hammer,Michael B. Pursley,N
Hans-Werner Gellersen,Michael B. Pursley,N
Scott T. Acton,Michael B. Pursley,N
Baowen Xu,Michael B. Pursley,N
Yun Kyong Kim,Michael B. Pursley,N
Ernest C. M. Lam,Michael B. Smyth,N
Md Nasir Sulaiman,Michael Baldamus,N
Naoyoshi Yubazaki,Michael Baldamus,N
Carlo Tomasi,Michael Baldamus,N
Thorsten Belker,Michael Beetz,P
Michael A. Wolfe,Michael Beetz,N
Bo Huang 0001,Michael Beetz,N
Giorgio P. Faconti,Michael Beetz,N
Ivo Babuska,Michael Beetz,N
Ruizhong Wei,Michael Beigl,N
Kiyotaka Uchimoto,Michael Bieber,N
Bo Yang,Michael Bieber,N
Chiang Kao,Michael Bieber,N
J. Alison Noble,Michael Brady 0001,P
Yasuyo Kita,Michael Brady 0001,P
Arto Salomaa,Michael Brady 0001,N
Daniel C. Lee 0001,Michael Brady 0001,N
Luminita A. Vese,Michael Brady 0001,N
Arthur G. Werschulz,Michael Brady 0001,N
Jacques Cohen,Michael Brady 0001,N
Clément Gosselin,Michael Brady 0001,N
Alok N. Choudhary,Michael C. Fairhurst,N
Ing-Jer Huang,Michael C. Fairhurst,N
Moshe Haviv,Michael C. Fairhurst,N
Zhi-Hua Zhou,Michael C. Ferris,N
Hyung Suck Cho,Michael C. Ferris,N
I. D. Landau,Michael C. Fu,N
Colin McDiarmid,Michael C. Fu,N
Sy-Yen Kuo,Michael C. Fu,N
Gianfranco Fornaro,Michael C. Fu,N
Ehud Hrushovski,Michael C. Laskowski,P
Jon Crowcroft,Michael C. Laskowski,N
Alberto Isidori,Michael C. Laskowski,N
Mehmet Akar,Michael Conrad,N
Rangasami L. Kashyap,Michael Conrad,N
Jonathan Lawry,Michael Conrad,N
Cyril Leung,Michael D. Bender,N
Muhammad Arif,Michael D. Bender,N
Alan Sussman,Michael D. Beynon,P
Chialin Chang,Michael D. Beynon,P
Joel H. Saltz,Michael D. Beynon,P
Tahsin M. Kurç,Michael D. Beynon,P
Ümit V. Çatalyürek,Michael D. Beynon,P
Kenneth Rose,Michael D. Beynon,N
Eileen Scanlon,Michael D. Beynon,N
Steven D. Gribble,Michael D. Beynon,N
Yu-Hong Dai,Michael D. Beynon,N
Tobias Scheffer,Michael D. Cooper,N
Jianwei Zhang 0001,Michael D. Harrison,N
Agostino Poggi,Michael D. Harrison,N
John Leslie King,Michael D. Hendy,N
Ramarathnam Venkatesan,Michael D. Hendy,N
Anastassia Ailamaki,Michael D. Hendy,N
Eric Monteiro,Michael D. Hendy,N
Hugh Preston,Michael D. Hendy,N
Hui Wang,Michael D. Lee,N
Yoshiharu Kohayakawa,Michael D. Lee,N
Ned Kock,Michael D. Myers,P
Richard Baskerville,Michael D. Myers,P
Shinn-Ying Ho,Michael D. Myers,N
James Hartley,Michael D. Myers,N
Barbara Unger 0001,Michael D. Plummer,N
Aihui Zhou,Michael D. Plummer,N
Alexander Kanapin,Michael D. R. Croning,P
Amos Bairoch,Michael D. R. Croning,P
Christian J. A. Sigrist,Michael D. R. Croning,P
Daniel Kahn,Michael D. R. Croning,P
Ewan Birney,Michael D. R. Croning,P
Florence Servant,Michael D. R. Croning,P
Jérôme Gouzy,Michael D. R. Croning,P
Laurent Falquet,Michael D. R. Croning,P
Lorenzo Cerutti,Michael D. R. Croning,P
Marco Pagni,Michael D. R. Croning,P
Margaret Biswas,Michael D. R. Croning,P
Nicola J. Mulder,Michael D. R. Croning,P
Nicolas Hulo,Michael D. R. Croning,P
Philipp Bucher,Michael D. R. Croning,P
Wolfgang Fleischmann,Michael D. R. Croning,P
Youla Karavidopoulou,Michael D. R. Croning,P
Wolfgang Faber 0001,Michael D. R. Croning,N
Hideo Fujiwara,Michael D. R. Croning,N
Madhu Sudan,Michael D. R. Croning,N
Rae-Hong Park,Michael D. Zoltowski,N
Min-Shiang Hwang,Michael D. Zoltowski,N
Eric B. Baum,Michael D. Zoltowski,N
Magdy S. Abadir,Michael D. Zoltowski,N
Arun Iyengar,Michael Dahlin,P
Madhukar R. Korupolu,Michael Dahlin,P
Marie desJardins,Michael Dahlin,N
Mitsuhiro Okada,Michael Dahlin,N
Michael J. Gans,Michael Dahlin,N
Michael K. Reiter,Michael Dahlin,N
Nils Rudi,Michael Doumpos,N
Marino Miculan,Michael Doumpos,N
Daniel Panario,Michael Drmota,P
Helmut Prodinger,Michael Drmota,P
Cong-hua Yan,Michael Drmota,N
Hong Kook Kim,Michael Drmota,N
Peter Tiño,Michael Drmota,N
Huitang Chen,Michael Drmota,N
Sem C. Borst,Michael Drmota,N
Christian Bettstetter,Michael Drmota,N
Peter Dayan,Michael E. Hasselmo,P
I. R. Goodman,Michael E. Hasselmo,N
Keith Moore,Michael E. Hasselmo,N
Anna Lysyanskaya,Michael E. Hasselmo,N
Vladimir Estivill-Castro,Michael E. Houle,P
Insup Lee,Michael E. Houle,N
Kwang Mong Sim,Michael E. Houle,N
Richard T. Herschel,Michael E. Houle,N
Alexander Russell,Michael E. Saks,P
Anna R. Karlin,Michael E. Saks,P
Richard M. Karp,Michael E. Saks,P
Toniann Pitassi,Michael E. Saks,P
Athanasios V. Vasilakos,Michael E. Theologou,P
Malamati D. Louta,Michael E. Theologou,P
George A. Rovithakis,Michael E. Zervakis,P
Keshab K. Parhi,Michael E. Zervakis,P
James S. Duncan,Michael E. Zervakis,N
Thomas A. Runkler,Michael E. Zervakis,N
Andrew Sears,Michael E. Zervakis,N
Alejandro F. Frangi,Michael Egmont-Petersen,P
Emile A. Hendriks,Michael Egmont-Petersen,P
Marcel J. T. Reinders,Michael Egmont-Petersen,P
Max A. Viergever,Michael Egmont-Petersen,P
Rob J. van der Geest,Michael Egmont-Petersen,P
Wiro J. Niessen,Michael Egmont-Petersen,P
Chih-Chin Liu,Michael Egmont-Petersen,N
K. M. M. Prabhu,Michael Egmont-Petersen,N
Yuan Lin Zhang,Michael Egmont-Petersen,N
Ján Manuch,Michael Egmont-Petersen,N
Fernando Orejas,Michael Elad,N
Rabab K. Ward,Michael Elad,N
James J. Simpson,Michael F. Goodchild,N
Vito Napolitano,Michael F. Goodchild,N
Terry Winograd,Michael F. Worboys,N
Yariv Aridor,Michael Factor,P
Stephen P. Banks,Michael Factor,N
Brian J. Driessen,Michael Factor,N
Brandon Bennett,Michael Fisher 0001,P
Ullrich Hustadt,Michael Fisher 0001,P
János C. Fodor,Michael Florian,N
Oded Berman,Michael Florian,N
Ian Wakeman,Michael Fry,P
Jon Crowcroft,Michael Fry,P
Serge Abiteboul,Michael Fry,N
Eljas Soisalon-Soininen,Michael Fry,N
Dov M. Gabbay,Michael Fry,N
Larry F. Hoffman,Michael G. Paulin,P
W. Timothy Polk,Michael G. Paulin,N
Thomas A. Henzinger,Michael G. Paulin,N
Isabel F. Cruz,Michael G. Paulin,N
Alcherio Martinoli,Michael G. Pecht,N
Ronald A. Iltis,Michael G. Pecht,N
Nur A. Touba,Michael G. Pecht,N
Xiaobai Sun,Michael G. Pecht,N
Ilya V. Kolmanovsky,Michael G. Pecht,N
Paula M. C. Swatman,Michael G. Safonov,N
Demetrios G. Sampson,Michael G. Strintzis,P
George A. Triantafyllidis,Michael G. Strintzis,P
Nikolaos V. Boulgouris,Michael G. Strintzis,P
Jens Leth Hougaard,Michael G. Strintzis,N
Dimiter R. Avresky,Michael G. Strintzis,N
Dieter Fensel,Michael G. Strintzis,N
Ramon Carbó-Dorca,Michael G. Strintzis,N
Reid G. Simmons,Michael G. Strintzis,N
Bernhard Plattner,Michael G. Strintzis,N
Ralph Neininger,Michael Gelfond,N
Igor V. Pottosin,Michael Gelfond,N
Philippe Besnard,Michael Gelfond,N
John A. Shuler,Michael Georgiopoulos,N
Gerardo Canfora,Michael Georgiopoulos,N
David A. Landgrebe,Michael Gleicher,N
Ariel Orda,Michael Gleicher,N
Hartmut Ehrig,Michael Goedicke,P
Julia Padberg,Michael Goedicke,P
Hong Heather Yu,Michael Goedicke,N
Wen-Yau Liang,Michael Goedicke,N
Chunjiang Qian,Michael Goedicke,N
Ge-Ming Chiu,Michael Goedicke,N
Richard T. Vidgen,Michael Gribskov,N
Charu C. Aggarwal,Michael Gribskov,N
Kenneth D. Forbus,Michael Gribskov,N
Xiaofeng Guo,Michael Gribskov,N
Ichiro Nishizaki,Michael Gribskov,N
Qing Tao,Michael Gribskov,N
Angelo Marcello Anile,Michael Griebel,N
Beatrice Meini,Michael Griebel,N
Sarah A. Douglas,Michael Griebel,N
Altigran Soares da Silva,Michael Griebel,N
Claire Creaser,Michael Grüninger,N
Fausto Giunchiglia,Michael Gschwind,N
Brendan D. McKay,Michael Gschwind,N
Derek A. Holton,Michael H. Albert,P
Richard J. Nowakowski,Michael H. Albert,P
Robert E. L. Aldred,Michael H. Albert,P
Jan Maluszynski,Michael H. Albert,N
Lalit M. Patnaik,Michael H. Albert,N
Jianxue Xu,Michael H. Freedman,N
Luca Fanucci,Michael H. Freedman,N
Consolatina Liguori,Michael H. Freedman,N
Terry P. Harrison,Michael H. Rothkopf,P
Jean-Pierre Brans,Michael Halper,N
G. A. Britton,Michael Halper,N
Arun K. Somani,Michael Halper,N
Frithjof Kruggel,Michael Halper,N
Audris Mockus,Michael Halper,N
Peter Tiño,Michael Hammond,N
Subhamoy Maitra,Michael Hammond,N
Roberto Tempo,Michael Hammond,N
Ned Kock,Michael Hammond,N
Germán Vidal,Michael Hanus,P
Eleftherios Tachtsis,Michael Hanus,N
Laurent Vuillon,Michael Hanus,N
Milagros Fernández,Michael Hanus,N
Karl Kunisch,Michael Hintermüller,P
Kazufumi Ito,Michael Hintermüller,P
Wan-Chi Siu,Michael Hintermüller,N
Florentin Wörgötter,Michael Hintermüller,N
Chiranjib Bhattacharyya,Michael I. Jordan,P
Laurent El Ghaoui,Michael I. Jordan,P
Kenneth W. Boyer Jr.,Michael I. Jordan,N
Brian W. Pogue,Michael I. Miga,P
Adam Finkelstein,Michael I. Miga,N
Giuliano Antoniol,Michael I. Miga,N
Peter Dayan,Michael I. Miga,N
Mingxuan Sun,Michael I. Schwartzbach,N
Michael Hintermüller,Michael J. Brusco,N
Sang Hyuk Son,Michael J. Brusco,N
Ovidiu Daescu,Michael J. Brusco,N
Donald Kossmann,Michael J. Brusco,N
Peter Henderson 0001,Michael J. Butler,P
Michael Liljenstam,Michael J. Butler,N
Eugene J. Shekita,Michael J. Carey 0001,P
Jayavel Shanmugasundaram,Michael J. Carey 0001,P
Jonathan Eckstein,Michael J. Carey 0001,N
Chulhee Lee,Michael J. Carey 0001,N
Mehryar Mohri,Michael J. Carey 0001,N
Giuseppe Orlando,Michael J. Carey 0001,N
Ho Seong Lee,Michael J. Carey 0001,N
Iain A. Stewart,Michael J. Carey 0001,N
Christopher W. V. Hogue,Michael J. Carey 0001,N
Michael J. Shelley,Michael J. Carey 0001,N
Thomas Ludwig 0002,Michael J. Carey 0001,N
Joel T. Johnson,Michael J. Dinneen,N
Mohammed Shahgir Ahmed,Michael J. E. Sternberg,N
Giuliano Benelli,Michael J. E. Sternberg,N
Soung Hie Kim,Michael J. Franklin,N
Sergio Verdú,Michael J. Franklin,N
Noach Amitay,Michael J. Gans,P
Reinaldo A. Valenzuela,Michael J. Gans,P
Halina Bielak,Michael J. Gans,N
Huai Li,Michael J. Harrison,N
Hans-Dieter Burkhard,Michael J. Harrison,N
James Andrew McCammon,Michael J. Holst,P
Jyh-Cheng Chen,Michael J. Holst,N
Diane J. Litman,Michael J. Kearns,P
Marilyn A. Walker,Michael J. Kearns,P
Peter Stone,Michael J. Kearns,P
Satinder P. Singh,Michael J. Kearns,P
Gaetano Borriello,Michael J. Kearns,N
Jiajie Zhang,Michael J. Kearns,N
Jonathan Baxter,Michael J. Kearns,N
Peter F. Driessen,Michael J. Kearns,N
Hubert de Fraysseix,Michael J. Kearns,N
Kjeld Schmidt,Michael J. Kirby,N
Daniel Kobler,Michael J. Kirby,N
Jian Liang Wang,Michael J. Maher,N
Stephen D. Bay,Michael J. Pazzani,P
Antonio Pedotti,Michael J. Pont,N
Joan Figueras,Michael J. Pont,N
Kwangkeun Yi,Michael J. Pont,N
Yair Caro,Michael J. Pont,N
Preben E. Mogensen,Michael J. Pratt,N
Raffaele Bolla,Michael J. Shaw,N
Raytcho D. Lazarov,Michael J. Shaw,N
Michele Pagano,Michael J. Shelley,N
Mikael Sternad,Michael J. Shelley,N
